class,text
0,It's as though the BAU family is torn apart.
1,"In ""Painless"", this fueled the Unsub's anger, as not only did  the media ignore his survival to focus on a top ten list of survivors , but  one of them stole his story and took all the credit for  his  actions ."
1,""" Maybe you figured out before  The Reveal  that   there was no one else in the car , but did you see it coming that    every interaction  with his family in that episode was a delusion and that he'd killed them before the BAU had even arrived ?"
1,"Also played with in ""True Night"", where   the unsub is a vigilante getting revenge on gang members for his girlfriend's murder, only without knowing that he is doing so."
1,"There are also a few episodes where the unsubs  themselves  undergo these: "" Aftermath "", "" Brothers In Arms "", "" Ashes and Dust "", and, ironically, "" Reckoner ""."
1,"""   Tim Curry 's character 's death came across as one part this and one part  Suicide By Cop ."
0,"He wanted Derek to shoot him and was going to shoot the hostage to get him to do so, but Derek seemed a  little  too eager to give him what he wanted."
1,"  The son of  The Butcher , to the point where, at age ten, he  knocked out his own mother  to help his dad kill her, then repressed it, then started helping his dad go hunting."
1,"It didn't help that, even if The Butcher showed approval, he'd just forget it due to his Alzheimer's."
1,"""   Randall Garner, right before shooting Elle in her home  at the end of ""The Fisher King: Part 1""."
0,"Or it could be Haley's lawyer, calling her to discuss divorce options and didn't want Hotch to know about it."
1,"In ""It Takes a Village"", the   scarification  inflicted by Ian Doyle in ""Lauren"" evidently disappeared without a trace."
1,"(But at least we did find out What Happened to the Cat, i.e."
0,"You'll notice how ""budget issues"" and ""the higher-ups"" tend to get mentioned a lot in season six..."
1,"""Reflection of Desire"" is  Sunset Boulevard  meets  Psycho   right down to the posessive dead mommy, although Norman never cut off another woman's lips to replace his mom's ."
0,What Cooper and Mick saw and did in Fallujah that still haunts them.
1," Turns out the serial killer in  The Time is Now  is genuinely repentant, and only kept calling for a new trial because she believed it was the only way she could be cleared of the murder of her mother, which was wrongly attributed to her."
1,"When she actually is released due to new evidence that was previously suppressed, her first act is to apologize and confess to the daughter of two of her victims, then turn herself in."
1,"When  Beth  is held hostage to force  Cooper  to choose between  murdering the accomplice  or letting her die, she flat-out tells the kidnapper to shoot her, because  Cooper  won't  commit murder  for her and she wouldn't want him to."
0, Reaction Essentially Mick's reaction to the suggestion that the killer in  Devotion  is a necrophiliac.
1,"The killer in  Two of a Kind  abducted little black girls who reminded him of his daughter,  who he killed in a fit of rage ."
1,"The unsub of  Devotion  who is schizophrenic,  thinks his sister's corpse is alive  and is trying to get her justice from their dad putting them in foster homes."
1,"Fickler makes it seem like he's firing  Prophet , but he's actually  taking him off probational status and making him a full agent ."
1,"But the rest of the team doesn't know that, nor does the audience."
1,The killer in  Two of a Kind   who killed his daughter in a fit of rage .
0,"Several episodes had guest appearances by  Babylon 5  characters, with more planned."
1,"Word Of God  is that they would have found it part way through the second season, but by then the REAL plot about  a conspiracy in Earthforce to reverse-engineer Shadow technology  would have kicked in."
0,"Gideon dates Lochley and at one point asks her if she was ever ""under"" (unbeknownst to him, her ex-husband) Sheridan."
1,His harem even go so far as to   breaking him out of prison after stabbing Langston and after being found guilty for all his past murders .
0,"So many forensic miracles on this show, and yet this trick doesn't work!"
1,"Brody, Sarah, and Catherine within the show   until Catherine left ; the female leads across the spinoffs there's  blonde Calleigh  and  brunettes Stella and Danville ."
0,Grissom's one-time potential love interest Lady Heather was an intelligent woman who ran an S M club.
0,There's also an irradiated fetal pig.
1,His actual plan was to goad a guard into  shocking him  as to fall and break his own glasses... and using the broken arms from said glasses to stab Langston through the bars of his holding cell.
1,"Well, he pointed them to the restaurant where they found the link between all of the murders and from there were led to the actual killer, so in that sense he was  very  helpful."
1,"But after that he just strung them along waiting for his chance to attack Ray, and milking his apparent knowledge for all it was worth."
1,A given when said child is a pyromaniac.
0,"Hardly anyone on the cast  doesn't  have some personal demon: Grissom's nerdiness and hearing-loss scare, Sara's mother killing her abusive father and ending up in an institution, Catherine's work keeping her away from family, Brass' estranged daughter, Warrick's gambling addiction, etc."
0,"Frequently done with a guest character, to apply the moral of their story to a longer-running established storyline and/or to one of the main cast."
1,"""Bittersweet"" had the culprit turn out to be a  surviving victim from a serial killer that was imprinted on by her violator and ended up murdering her victims in the same fashion."
1,"Just five episodes later, in ""Crime After Crime,"" it's revealed that  fairly major recurring character Detective Vega has gone  Vigilante Executioner , and he commits  Suicide By Cop ."
0,Grissom and Catherine provided the page image at one point.
1,"An 8-years-old not only kills and steals from the victim in   ""Cats in the Cradle"" , but also tries to incriminate her mother when cornered by the evidence."
0,"The 12 years-old in ""Go to Hell"" is even worse."
0,"When Thayer's testimony for the defense threatens to derail a high-profile murder trial, the D.A."
1,"Grissom eventually discovers that  Thayer deliberately doctored the evidence to get the results he wanted to present, which would have given the jury cause for reasonable doubt."
1,"After Grissom explains his findings on the stand and destroys Thayer's testimony, an enraged Thayer comes up to him and accuses him of attacking his integrity."
1,"As they're arguing, the D.A."
1,"Grissom's markedly paternal leadership style, most visible with Greg, Nick and Warrick  especially right before Warrick gets killed, and afterwards."
